isimler,linkler,tarihler,aciklamalar
Ben Onu Çok Sevdim,https://www.imdb.com/title/tt5736118/?ref_=sr_t_785,2013–2014,"Came to power in the Democratic Party government in 1950 and prime minister described the Adnan Menderes period of turbulent processes in inhabited political journey I loved him very much, following the Korean War, the Soviet threat, NATO accession process and the government of the increasingly difficult political surfaced the structuring junta plans."
Ezra,https://www.imdb.com/title/tt28603105/?ref_=sr_t_786,2014,"Ezra, a Palestinian who tracked down her sister in Italy, fled Gaza to find her sister, and the refugee boat she boarded sank off the coast of Cyprus. The wealthy businessman Chahangir, who saved her falls in love with Ezra at first sight."
Bu Gece,https://www.imdb.com/title/tt9080784/?ref_=sr_t_787,2018– ,
Bitmeyen Sarki,https://www.imdb.com/title/tt1741684/?ref_=sr_t_788,2010–2011,"The love story of Yaman and Feraye, made for each other, yet from different worlds."
Ask ve Gurur,https://www.imdb.com/title/tt8325356/?ref_=sr_t_789,2017,
Annem,https://www.imdb.com/title/tt1156192/?ref_=sr_t_790,2007–2009,"Musa and Zeynep married many years ago with great love. However, while Zeynep is still pregnant she can not forgive a mistake of her partner and divorces Musa from hiding her pregnancy. After she left, she did her marketing and raised her daughter Gonca and tells her that her father died years ago."
Eyvah kizim büyüdü,https://www.imdb.com/title/tt0868097/?ref_=sr_t_791,2000–2001,"Ece has grown up and become a beautiful woman. His father, Sedat, will not give up the methods he has been using for years to protect his daughter from the men and evil of the outside world."
Hepsi Bir,https://www.imdb.com/title/tt1173670/?ref_=sr_t_792,2007–2008,"Cemre, Eren, Gulcin and Yasemin remain in a big contradiction when they learn that a big prize contest will be held in the school. The competition is a great opportunity for them. However, if they join, Murat Boz will come out to the concert and find out that they do not obey the school rules and they will open a big trouble to their heads."
Sensiz Olmuyor,https://www.imdb.com/title/tt0442470/?ref_=sr_t_793,2005,"Turkish remake of Yo soy Betty, la fea."
Harem,https://www.imdb.com/title/tt3467414/?ref_=sr_t_794,2012–2013,Series about Historical Fiction Ottoman Empire
Ah Nerede,https://www.imdb.com/title/tt19768226/?ref_=sr_t_795,2022,"The three sons of Hakim and Seniha Serbetlioglu, one of the prominent families of Bursa, were sent to Istanbul for university education, and to live a life they did not expect. Their middle son Murat is a coupon addict who bets everything in life when he should have studied law."
Son Çikis,https://www.imdb.com/title/tt15255730/?ref_=sr_t_796,2015,"In the story that started in a suburb of Istanbul, the events between Kenan Cesur and Zeynep, who shoulder the burden of a momentary mistake, progress with an adventure full of ambition, passion and regret."
Tatli Bela Fadime,https://www.imdb.com/title/tt1161367/?ref_=sr_t_797,2007–2008,A vicious girl living in the village of the Black Sea Region meets a handsome man from Istanbul. The man deceives her and the girl pursues the man for revenge.
Kizma Kazan,https://www.imdb.com/title/tt4778908/?ref_=sr_t_798,2013–2014,
Fight Club,https://www.imdb.com/title/tt13707558/?ref_=sr_t_799,2021,"11 Turkish Kickboxers selected after long eliminations share the same house for 60 days. They cook their own meals and take care of the housework themselves. In this atmosphere, there is a fierce struggle for the championship in the tough tests."
Avrupa Avrupa,https://www.imdb.com/title/tt5655752/?ref_=sr_t_800,2011–2013,"Turkey joins to the European Union and the life changes in the Avrupa Apartment. There is a no quiet day in this apartment, every day of action-packed."
Hayat Baglari,https://www.imdb.com/title/tt0276670/?ref_=sr_t_801,2000–2003,"Nurhayat is a mother who has just left her husband and devoted herself to raising her children. Nurhayat has resisted to leave her children with her identity as a housewife after she left because of deceit from her wealthy husband, and children are trying to adapt this new life."
Böyle Bitmesin,https://www.imdb.com/title/tt3555562/?ref_=sr_t_802,2012–2015,3 Person try a couple to save because the couple have a conflict and the result is : Divorce from couple. This played in Istanbul
Zeynep,https://www.imdb.com/title/tt14661556/?ref_=sr_t_803,2005–2006,"Losing her parents in an accident, little Zeynep returns to Turkey and has to live with her grandfather. The warm story of a grumpy old man and his lovely granddaughter."
Sefkat Tepe,https://www.imdb.com/title/tt6164342/?ref_=sr_t_804,2010–2014,"The story goes on in the South East in 1997 when the terrorist incidents increased. While the soldiers are being martyred, the people of the region also suffer serious damage from terrorism. People are classified as pro-terrorist and pro-state."
Kirik Hayatlar,https://www.imdb.com/title/tt15231136/?ref_=sr_t_805,2021–2022,Broken Lives' story is about how much two young people can sacrifice for their love and how far a mother can go to leave everything behind for power and prosperity in Kocabey Mansion.
Bir Mucize Olsun,https://www.imdb.com/title/tt7944238/?ref_=sr_t_806,2018,"Growing up in the muddy streets of Cukurdere, Damla(Su Kutlu) lives a life like a servant, not like a child, with Maksude(Ahu Sungur), who raised her. One day, in misery and despair, a young lawyer named Yigit(Furkan Palali) knocks on their door. He tells Damla, who does not know who his real parents are, that his grandfather is Azim Sancaktar(Cihan Unal), one of the richest men in the country, and that he wants to give him a new life. With the news he brings, Yigit will not only open the doors of a completely different world."
Yerden Yüksek,https://www.imdb.com/title/tt8176440/?ref_=sr_t_807,2010,"Working to reach the goals he believed, Ziya, the football coach, wants to prove that everything is possible with solidarity, teamwork, friendship and determination to young people who are thirsty for success."
Yilanlarin Öcü,https://www.imdb.com/title/tt6537824/?ref_=sr_t_808,2014–2015,The impossible and rebellious love of Kara Bayram and Fatma.
Disko Krali,https://www.imdb.com/title/tt1694027/?ref_=sr_t_809,2008–2012,The program consists Okan interviewing various celebrities and segments of his unique brand of humour. Guests from the program are chatting about the work they are doing and some audiences are allowed to participate in the call over the phone.
Büyük Yalan,https://www.imdb.com/title/tt0434666/?ref_=sr_t_810,2004–2006,A coincidence brings Reyhan and Emirhan together. The two young people whose fates had crossed the day they were born meet again at the wedding table. But an interesting future awaits them.
Kadin Isterse,https://www.imdb.com/title/tt0442724/?ref_=sr_t_811,2004–2006,"Canan, who is married and has two children, loses his beauty over time. She has already been aged over the aesthetic problems that have already existed. In contrast, his wife Zafer is a very well-groomed man. His interest in his wife has diminished over time. The women around them are attracted to attention. Zafer, his assistant is in love with Alev."
Büyük Bulusma,https://www.imdb.com/title/tt7497352/?ref_=sr_t_812,2004–2008,"People who come to the end of the world's life are faced with the reflection of their conscience at the spacious door. Amil, who welcomes them at the spacious gate, will remind them of the finest goodness and evil they do. People will keep the path to heaven or hell."
Diger Yarim,https://www.imdb.com/title/tt4095736/?ref_=sr_t_813,2014,"Two twin sisters, who grew up separately and with different values, come together again."
Dünya Güzellerim Masada,https://www.imdb.com/title/tt30466594/?ref_=sr_t_814,2023– ,"Bülent Ersoy, Banu Alkan and Safiye Soyman are back with their entertaining conversations on YouTube. Our beautiful ladies are on a new journey now"
Genis Açi,https://www.imdb.com/title/tt11263770/?ref_=sr_t_815,2019,
Benim Hayatim,https://www.imdb.com/title/tt15471776/?ref_=sr_t_816,2021,"Hayat, who came to Istanbul with her father Ökkes for her dreams, participates in the fashion competition of Harisoglu Holding. Holding owner Yilmaz finds himself in a circle of revenge when his father's old enemy turns up. Yilmaz's unexpected marriage proposal, who wants to be a big family, will have a bomb effect on everyone."
Vay Anam Vay,https://www.imdb.com/title/tt8147546/?ref_=sr_t_817,2001–2002,"Kibar Ana, her son and three daughters, loses her life because of Viagra, whom her husband takes too much, and then falls in the waters of the dam in the village and setstles next to her children in Istanbul."
Yeni Hayat,https://www.imdb.com/title/tt0466353/?ref_=sr_t_818,2001,
Kaçis,https://www.imdb.com/title/tt13718554/?ref_=sr_t_819,2021,"Thrilling and action-packed missions, changing concepts in each episode, and a breathtaking chase. Who will win the prize?"
Bütün Çocuklarim,https://www.imdb.com/title/tt0424616/?ref_=sr_t_820,2004,
Arkadaşım Hoş Geldin,https://www.imdb.com/title/tt4241744/?ref_=sr_t_821,2013–2015,"The characters in the program director, actor, pianist and occasional consists of every episode guest players."
Stand Up Evreni,https://www.imdb.com/title/tt15033694/?ref_=sr_t_822,2021,"Screenwriter, academician, cartoonist, award-winning actor - This universe has them all. A real ""Stand-Up Universe"" emerges when stand-up comedians who tell their stories in the time allotted to them are accompanied by independent sketches by talented actors."
N'olur Ayrilalim,https://www.imdb.com/title/tt6083632/?ref_=sr_t_823,2016,"There is a modern father who believes that every daughter she marries and divorces marries with the love of her life. And he tells the funny story of Turgay, who is trying to turn it into a television show. Azize is trying to find the love of his life between two men."
Lise Devriyesi,https://www.imdb.com/title/tt6605346/?ref_=sr_t_824,2017,
M.U.C.K.,https://www.imdb.com/title/tt2726410/?ref_=sr_t_825,2012,"The new year of education, which started at one of the private universities, is beginning with all its ordinarity, but nobody is aware that everything will be different this year. The Faculty of Fine Arts, Murat, is instructed by the rector to establish a choir to participate in the musical contest. He also handles this task to drama teachers."
Acans,https://www.imdb.com/title/tt13708016/?ref_=sr_t_826,2021,"The story of the advertising agency employees and their confused president trying to cope with the capricious customers, troubled celebrities and the crises they face every day."
Yaz'in Öyküsü,https://www.imdb.com/title/tt4850010/?ref_=sr_t_827,2015,"Growing up in dorm Yaz tries to stand on her own feet. But things do not go well. In this mixed period, she meets her mother and father, whom she has never seen before. Yaz will have difficulty accepting them first, but then she will do her best to become a family."
